id,delinq_2yrs,earliest_cr_line,inq_last_6mths,revol_bal,revol_util,total_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,Profit
892074,0,2004-01-01,1,2187,0.059,14,10952.22,10952.22,10000,952.22,0,0,2014-08-01,911.59,952.22
893194,0,2001-08-01,1,1581,0.069,32,10337.32,10337.32,10000,337.32,0,0,2012-08-01,122.39,337.32
898164,0,1998-06-01,1,7925,0.402,16,11600.98,11600.98,10000,1600.98,0,0,2014-12-01,328.5,1600.98
921419,0,1990-01-01,1,21761,0.71,16,11726.31,11726.31,10000,1726.31,0,0,2014-11-01,331.59,1726.31
927787,0,2007-07-01,1,5668,0.461,7,12076.13,12045.94,10000,2076.13,0,0,2014-11-01,362.82,2076.13
938343,0,2007-07-01,1,7726,0.805,19,12759.33,12759.33,10000,2759.33,0,0,2014-02-01,3073.99,2759.33
954345,0,1982-12-01,1,17765,0.75,21,11726.31,11726.31,10000,1726.31,0,0,2014-11-01,332.48,1726.31
971536,0,1992-01-01,1,17385,0.2,47,11028.22,11028.22,10000,1028.22,0,0,2014-05-01,1830.64,1028.22
976028,0,2008-03-01,1,6051,0.829,9,11709.71,11709.71,10000,1709.71,0,0,2013-02-01,1313.29,1709.71
976240,0,1999-11-01,1,5134,0.59,29,11075.29,11019.91,10000,1075.29,0,0,2013-11-01,3617.14,1075.29
976704,0,1983-04-01,1,16459,0.23,9,11028.42,11028.42,10000,1028.42,0,0,2013-09-01,4192.02,1028.42
986567,0,2003-12-01,1,10595,0.725,11,12527.15,12527.15,10000,2527.15,0,0,2014-10-01,372.84,2527.15
987389,0,2002-08-01,1,17096,0.75,20,12351.21,12351.21,10000,2351.21,0,0,2014-10-01,363.33,2351.21
989839,0,2005-09-01,1,8564,0.448,20,10816.2,10816.2,10000,816.2,0,0,2013-08-01,388.51,816.2
992372,0,2003-04-01,1,13092,0.834,15,12708.07,12708.07,10000,2708.07,0,0,2014-11-01,357.3,2708.07
992554,0,2000-07-01,1,30,0.001,25,10643.44,10643.44,10000,643.44,0,0,2013-01-01,6656.81,643.44
1005792,0,1982-03-01,1,4795,0.243,24,10099.43,10099.43,10000,99.43,0,0,2012-01-01,9795.78,99.43
1007951,0,2000-03-01,1,13099,0.374,29,11028.36,11028.36,10000,1028.36,0,0,2013-10-01,4190,1028.36
1020470,0,2002-12-01,1,6392,0.71,3,10492,10492,10000,492,0,0,2012-03-01,9450.95,492
1026553,0,2005-10-01,1,7984,0.614,10,12417.83,12417.83,10000,2417.83,0,0,2014-12-01,349.49,2417.83
1032887,0,2003-11-01,1,11279,0.627,21,12356.44,12294.66,10000,2356.44,0,0,2014-07-01,2013.24,2356.44
1034816,0,1994-05-01,1,10092,0.696,12,11353.73,11353.73,10000,1353.73,0,0,2013-08-01,5171.41,1353.73
1035284,0,2005-08-01,1,11844,0.754,14,12649.35,12649.35,10000,2649.35,0,0,2014-12-01,366.57,2649.35
1035385,0,2006-04-01,1,11069,0.427,6,11600.37,11600.37,10000,1600.37,0,0,2014-03-01,3144.46,1600.37
1036132,0,1995-04-01,1,10787,0.882,17,11907.35,11907.35,10000,1907.35,0,0,2014-12-01,345.48,1907.35
1036826,0,2003-06-01,1,18702,0.548,28,12029.44,12029.44,10000,2029.44,0,0,2014-12-01,347.35,2029.44
1038094,0,1999-11-01,1,14811,0.726,13,11561.82,11561.82,10000,1561.82,0,0,2014-07-01,1906.34,1561.82
1040144,0,1998-07-01,1,27998,0.903,24,11031.31,11031.31,10000,1031.31,0,0,2012-09-01,11.74,1031.31
1050706,0,2008-09-01,1,5898,0.45,9,10446.6,10446.6,10000,446.6,0,0,2012-03-01,9722.92,446.6
1050886,0,2003-10-01,1,15099,0.665,13,12127.19,12096.87,10000,2127.19,0,0,2013-10-01,7342.96,2127.19
1051328,0,1978-11-01,1,15317,0.203,13,10954.63,10954.63,10000,954.63,0,0,2014-12-01,287.5,954.63
1051433,0,2003-03-01,1,11694,0.889,18,12417.84,12417.84,10000,2417.84,0,0,2014-12-01,350.09,2417.84
1053982,0,1978-05-01,1,46667,0.335,24,11053.31,11053.31,10000,1053.31,0,0,2014-12-01,326.35,1053.31
1054189,0,2006-10-01,1,13152,0.654,10,12603.85,12603.85,10000,2603.85,0,0,2014-09-01,1728.12,2603.85
1055912,0,2006-07-01,1,10681,0.556,10,12076.13,12076.13,10000,2076.13,0,0,2014-12-01,351.47,2076.13
1055974,0,1996-10-01,1,18244,0.894,24,11234.04,11234.04,10000,1234.04,0,0,2014-07-01,1854.33,1234.04
1056374,0,1994-05-01,1,28667,0.638,22,11199.89,11199.89,10000,1199.89,0,0,2014-12-01,326.55,1199.89
1058228,0,2007-07-01,1,10071,0.572,7,12421.99,12421.99,10000,2421.99,0,0,2015-01-01,10.77,2421.99
1058634,0,1999-02-01,1,12937,0.707,22,11600.98,11600.98,10000,1600.98,0,0,2014-12-01,331.25,1600.98
1060481,0,2006-12-01,1,5424,0.61,12,11726.32,11726.32,10000,1726.32,0,0,2014-12-01,339.6,1726.32
1060508,0,2001-03-01,1,7107,0.543,12,12351.21,12351.21,10000,2351.21,0,0,2014-12-01,355.91,2351.21
1064736,0,1999-11-01,1,23870,0.772,19,12649.36,12649.36,10000,2649.36,0,0,2015-01-01,371.75,2649.36
1065234,0,2000-05-01,1,30660,0.594,22,11726.32,11726.32,10000,1726.32,0,0,2015-01-01,336.85,1726.32
1065484,0,2001-08-01,1,11665,0.964,18,12458.62,12458.62,10000,2458.62,0,0,2014-02-01,3641.77,2458.62
1067655,0,2000-04-01,1,10081,0.312,18,12739.07,12739.07,10000,2739.07,0,0,2014-10-01,5526.53,2739.07
1068165,0,2004-10-01,1,68,0.006,19,11028.36,11028.36,10000,1028.36,0,0,2013-12-01,4190.34,1028.36
1068475,0,2006-07-01,1,11303,0.813,15,10672.89,10672.89,10000,672.89,0,0,2012-07-01,8962.31,672.89
1069287,0,1992-09-01,1,14019,0.195,18,10282.71,10282.71,10000,282.71,0,0,2012-07-01,8762.05,282.71
159468,0,1995-09-01,1,66654,0.516,34,13399.13,2121.53,12000,1399.13,0,0,2009-02-01,8231.59,1399.13
170528,0,2002-04-01,1,7336,0.719,24,14059.39,760.49,12000,2059.39,0,0,2010-12-01,393.41,2059.39
231935,0,1985-09-01,1,674,0.026,5,13462.16,2131.51,12000,1462.16,0,0,2010-07-01,9.8,1462.16
268549,0,1999-05-01,1,11258,0.717,19,14802.46,4458.07,12000,2802.46,0,0,2011-03-01,426.35,2802.46
284637,0,2001-10-01,1,15486,0.331,13,12586.96,8837.09,12000,586.96,0,0,2008-10-01,114.04,586.96
300546,0,2000-12-01,1,34566,0.69,18,13931.84,12132.32,12000,1931.84,0,0,2010-07-01,3783.16,1931.84
364256,0,1998-08-01,1,18273,0.854,22,14367.14,6336.1,12000,2367.14,0,0,2011-12-01,401.2,2367.14
368374,0,1998-04-01,1,17102,0.731,31,12916.38,2690.94,12000,916.38,0,0,2009-10-01,9763.12,916.38
369724,0,1984-04-01,1,127192,0.67,34,13407.28,2709.39,12000,1407.28,0,0,2010-02-01,8931.44,1407.28
371358,0,2003-10-01,1,6472,0.535,11,14326.8,5247.3,12000,2326.8,0,0,2012-01-01,407.41,2326.8
378481,0,1995-08-01,1,22026,0.659,19,14326.81,8053.96,12000,2326.82,0,0,2012-03-01,420.33,2326.82
381760,0,1993-12-01,1,7085,0.417,45,12138.09,12036.94,12000,138.09,0,0,2009-04-01,12138.95,138.09
389288,0,1979-11-01,1,25133,0.388,25,13864.68,13258.1,12000,1864.68,0,0,2012-04-01,409.88,1864.68
391173,0,2004-04-01,1,7810,0.375,22,14919.79,7456.25,12000,2919.79,0,0,2012-04-01,424.25,2919.79
404575,0,1998-03-01,1,14732,0.26,15,13414.9,13275.16,12000,1414.9,0,0,2010-12-01,6494.23,1414.9
416587,0,1986-10-01,1,2910,0.058,18,13343.09,13287.49,12000,1343.09,0,0,2011-09-01,5759.38,1343.09
417127,0,2001-12-01,1,36261,0.671,30,13820.87,9648.99,12000,1820.87,0,0,2011-03-01,12.88,1820.87
417251,0,1976-02-01,1,12893,0.141,33,12579.82,12422.58,12000,579.82,0,0,2010-04-01,10299.13,579.82
426845,0,1989-12-01,1,12002,0.294,27,13864.68,13749.14,12000,1864.68,0,0,2012-08-01,409.89,1864.68
429311,0,2001-12-01,1,2577,0.063,19,15034.87,14972.23,12000,3034.87,0,0,2012-08-01,834.22,3034.87
431832,0,1991-11-01,1,18340,0.679,20,14167.94,13784.23,12000,2167.94,0,0,2012-07-01,785.89,2167.94
433133,0,1998-10-01,1,21528,0.643,15,14242.31,14242.31,12000,2242.31,0,0,2012-08-01,398.37,2242.31
440243,0,1996-05-01,1,18862,0.475,27,13755.35,13630.71,12000,1755.35,0,0,2011-06-01,5883.95,1755.35
440300,0,1984-09-01,1,38384,0.901,12,14457.42,14306.82,12000,2457.42,0,0,2012-09-01,417.42,2457.42
441121,0,1999-01-01,1,3114,0.264,24,14171.79,13994.65,12000,2171.79,0,0,2012-10-01,396.94,2171.79
442191,0,2001-11-01,1,25577,0.308,26,13725.25,13696.66,12000,1725.25,0,0,2012-10-01,409.11,1725.25
445295,0,2004-09-01,1,6804,0.74,5,14962.54,14927.73,12000,2962.55,0,0,2012-05-01,2433.23,2962.55
446026,0,1985-08-01,1,38771,0.385,23,14290.71,14158.5,12000,2290.71,0,0,2012-10-01,1605.21,2290.71
454474,0,1995-05-01,1,1940,0.024,43,12710.14,12710.14,12000,710.14,0,0,2010-08-01,7672.36,710.14
459168,0,1979-05-01,1,201,0.005,13,13726.22,13569.81,12000,1726.22,0,0,2012-11-01,420.69,1726.22
460733,0,2004-10-01,1,12558,0.622,18,13606.82,13493.43,12000,1606.82,0,0,2011-03-01,7961.79,1606.82
468546,0,2004-01-01,1,2032,0.376,10,14602.62,14558.75,12000,2602.62,0,0,2013-01-01,427.4,2602.62
471032,0,1993-06-01,1,2823,0.057,14,13425.53,13369.59,12000,1425.53,0,0,2012-02-01,1928.68,1425.53
480788,0,1989-04-01,1,143499,0.738,33,14130.84,13983.64,12000,2130.84,0,0,2012-12-01,1213.9,2130.84
482613,0,2001-05-01,1,0,0,11,14139.83,13992.54,12000,2139.83,0,0,2013-03-01,414.83,2139.83
483508,0,1990-02-01,1,10836,0.63,43,13849.59,13705.33,12000,1849.59,0,0,2012-08-01,2670.44,1849.59
483682,0,2005-10-01,1,3792,0.558,18,14561.97,14561.97,12000,2561.97,0,0,2012-08-01,2791.84,2561.97
484016,0,1986-06-01,1,8647,0.262,18,13514.31,12247.34,12000,1514.31,0,0,2013-02-01,399.77,1514.31
485943,0,1999-06-01,1,18183,0.332,32,13445.38,12212.89,12000,1445.38,0,0,2012-10-01,20.35,1445.38
488770,0,1996-06-01,1,15100,0.254,17,12699.05,11535,12000,699.05,0,0,2011-02-01,9.49,699.05
489087,0,1991-01-01,1,44400,0.577,29,13922.04,12596.51,12000,1922.04,0,0,2012-09-01,2675.29,1922.04
491364,0,1994-09-01,1,7691,0.652,10,15048.13,15035.08,12000,3048.14,0,0,2013-03-01,429.69,3048.14
494451,0,1998-12-01,1,699,0.07,7,13065.58,11922.34,12000,1065.58,0,0,2011-09-01,7066.99,1065.58
497780,0,1996-09-01,1,19540,0.504,39,14063.72,14019.84,12000,2063.72,0,0,2013-03-01,804.26,2063.72
501455,0,2001-07-01,1,12113,0.662,16,13980.98,13514.95,12000,1980.98,0,0,2013-02-01,1199.61,1980.98
505609,0,1992-10-01,1,16597,0.946,20,14969.35,14969.35,12000,2969.35,0,0,2013-05-01,462.02,2969.35
507603,0,1999-08-01,1,15978,0.639,16,14501.67,14471.46,12000,2501.67,0,0,2013-05-01,451.94,2501.67
509620,0,1988-08-01,1,44627,0.534,39,14218.63,14218.63,12000,2218.63,0,0,2013-05-01,415.44,2218.63
512167,0,2002-05-01,1,16345,0.945,32,15284.35,15284.35,12000,3284.35,0,0,2013-05-01,461.23,3284.35
515018,0,2006-01-01,1,5987,0.356,18,14811.63,14749.91,12000,2811.63,0,0,2013-05-01,451.47,2811.63
517055,0,1999-11-01,1,3994,0.487,12,13107.79,12445.92,12000,1107.79,0,0,2011-07-01,5819.27,1107.79
520065,0,2003-10-01,1,989,0.023,30,12300.16,11095.77,12000,300.16,0,0,2010-09-01,11526.73,300.16
521780,0,2004-07-01,1,9484,0.73,12,14605.12,14605.12,12000,2605.12,0,0,2013-08-01,427.33,2605.12
525033,0,2005-10-01,1,5687,0.522,12,14168.79,13883.64,12000,2168.79,0,0,2013-06-01,441.98,2168.79
529488,0,2001-02-01,1,9994,0.256,31,13514.05,13370.33,12000,1514.05,0,0,2013-07-01,388.82,1514.05
536831,0,1996-12-01,1,995,0.025,19,12374.4,11858.8,12000,374.41,0,0,2011-01-01,3.92,374.41
538714,0,2005-12-01,1,3888,0.301,12,15830.88,15534.05,12000,3830.88,0,0,2015-07-01,319.24,3830.88
539929,0,2006-04-01,1,12097,0.747,5,15284.81,15284.81,12000,3284.81,0,0,2013-07-01,453.36,3284.81
542230,0,1996-05-01,1,12575,0.184,25,13337.1,13337.1,12000,1337.1,0,0,2012-10-01,3659.07,1337.1
543204,0,2001-07-01,1,14416,0.626,31,15830.88,15791.42,12000,3830.88,0,0,2015-07-01,321.67,3830.88
549843,0,2000-02-01,1,210,0.024,34,14329.59,14329.59,12000,2329.59,0,0,2012-03-01,6788.6,2329.59
553867,0,1998-10-01,1,0,0,15,12079.64,11928.64,12000,79.64,0,0,2010-09-01,12082.26,79.64
558584,0,2002-08-01,1,5433,0.316,27,13433.58,12732.4,12000,1433.58,0,0,2013-06-01,1145.64,1433.58
565419,0,1984-02-01,1,5682,0.947,5,17348.6,17348.6,12000,5348.6,0,0,2015-09-01,311.53,5348.6
580355,0,2003-10-01,1,5147,0.572,14,14605.18,14605.18,12000,2605.18,0,0,2013-10-01,432.34,2605.18
584866,0,2005-12-01,1,17619,0.899,5,18440.02,18363.19,12000,6440.02,0,0,2015-04-01,2382.36,6440.02
596830,0,2000-10-01,1,12599,0.523,20,13964.3,13917.39,12000,1964.3,0,0,2013-08-01,919.95,1964.3
598836,0,1997-10-01,1,2029,0.069,39,13169.17,13091.47,12000,1169.17,0,0,2012-08-01,5732.26,1169.17
599732,0,1994-03-01,1,30013,0.101,30,13279.04,13054.37,12000,1279.04,0,0,2013-03-01,6260.06,1279.04
600099,0,1999-01-01,1,13221,0.319,26,12418.18,12415.77,12000,418.18,0,0,2011-07-01,9696.32,418.18
607693,0,2002-12-01,1,19354,0.876,14,14553.13,14553.13,12000,2553.13,0,0,2013-11-01,428.52,2553.13
618627,0,1995-01-01,1,14464,0.239,30,13849.36,13665.66,12000,1849.36,0,0,2015-12-01,230.38,1849.36
622000,0,2007-04-01,1,3502,0.087,12,13097.57,12480.62,12000,1097.57,0,0,2012-03-01,7775.57,1097.57
628156,0,2000-08-01,1,17403,0.734,13,13939.21,13358.41,12000,1939.21,0,0,2013-12-01,436.51,1939.21
630189,0,2001-07-01,1,16200,0.806,17,13297.31,11836.71,12000,1297.31,0,0,2013-04-01,3823.07,1297.31
632300,0,2000-06-01,1,9835,0.187,26,12830.56,11188.18,12000,830.56,0,0,2012-06-01,6978.29,830.56
634454,0,1996-12-01,1,22728,0.693,13,14254.71,13660.76,12000,2254.71,0,0,2013-05-01,3479.25,2254.71
636577,0,1991-11-01,1,76104,0.599,34,13040.07,12442.4,12000,1040.07,0,0,2013-05-01,2248.75,1040.07
636696,0,2003-07-01,1,16212,0.823,22,14864.04,14864.04,12000,2864.04,0,0,2014-01-01,417.34,2864.04
638363,0,2001-08-01,1,8243,0.608,33,13321.23,12766.18,12000,1321.23,0,0,2014-01-01,373.63,1321.23
638583,0,1992-07-01,1,23114,0.323,28,13184.51,12635.16,12000,1184.51,0,0,2013-02-01,4306.8,1184.51
641631,0,1969-09-01,1,20108,0.521,23,12984.38,12984.38,12000,984.38,0,0,2013-06-01,2876.19,984.38
643749,0,1992-07-01,1,19599,0.547,42,14475.29,13872.16,12000,2475.29,0,0,2014-01-01,430.5,2475.29
645336,0,1988-04-01,1,10662,0.235,33,14502.51,14217.94,12000,2502.51,0,0,2014-04-01,5096.42,2502.51
650256,0,1995-05-01,1,40779,0.596,62,12346.56,12295.12,12000,346.56,0,0,2011-06-01,10862.01,346.56
651575,0,1999-10-01,1,14610,0.341,25,15577.16,15577.16,12000,3577.16,0,0,2015-03-01,2797.6,3577.16
652122,0,1998-07-01,1,19622,0.219,32,13470.49,13452.01,12000,1470.49,0,0,2014-01-01,422.65,1470.49
652958,0,2001-08-01,1,7157,0.577,17,13342.55,13314.75,12000,1342.55,0,0,2013-04-01,4014.78,1342.55
656213,0,1996-12-01,1,60689,0.565,43,15344.29,15312.32,12000,3344.29,0,0,2014-09-01,4387.79,3344.29
658784,0,2003-04-01,1,2363,0.209,7,13394.57,13338.76,12000,1394.57,0,0,2014-01-01,757.26,1394.57
658918,0,1990-12-01,1,21021,0.372,25,13470.03,13470.03,12000,1470.03,0,0,2014-02-01,396.53,1470.03
661059,0,2002-07-01,1,3691,0.165,25,13396.46,13396.46,12000,1396.46,0,0,2014-02-01,382.53,1396.46
662657,0,1996-10-01,1,15912,0.525,13,13471.06,13436.83,12000,1471.06,0,0,2014-02-01,456.98,1471.06
665520,0,1998-07-01,1,11441,0.251,30,13290.46,13235.09,12000,1290.46,0,0,2013-02-01,4732.82,1290.46
666662,0,2000-09-01,1,17035,0.334,16,13364.57,13308.89,12000,1364.57,0,0,2012-09-01,196.13,1364.57
667780,0,1989-07-01,1,26299,0.304,26,13324.79,13269.27,12000,1324.79,0,0,2014-03-01,384.5,1324.79
668700,0,2000-09-01,1,1243,0.12,32,13940.1,13911.06,12000,1940.1,0,0,2014-03-01,417.86,1940.1
668941,0,1998-05-01,1,3600,0.324,29,13246.16,13218.57,12000,1246.16,0,0,2013-05-01,3237.42,1246.16
669037,0,2001-12-01,1,17913,0.762,21,16236.59,16236.59,12000,4236.59,0,0,2014-07-01,5048.63,4236.59
669424,0,1985-10-01,1,4672,0.065,40,12560.24,12295.41,12000,560.24,0,0,2011-12-01,9603.59,560.24
671943,0,1997-01-01,1,20130,0.468,28,13806.28,13806.28,12000,1806.28,0,0,2013-06-01,1293.74,1806.28
675701,0,1995-11-01,1,8859,0.532,25,15539,15506.63,12000,3539,0,0,2014-04-01,5813.41,3539
676051,0,1978-01-01,1,26516,0.505,32,13323.1,13323.1,12000,1323.1,0,0,2014-03-01,376.23,1323.1
680314,0,1994-08-01,1,5518,0.24,10,16541.03,16541.03,12000,4541.03,0,0,2016-03-01,275.32,4541.03
683509,0,1992-03-01,1,13009,0.353,27,12786.79,12786.79,12000,786.79,0,0,2011-11-01,10050.62,786.79
684272,0,1990-01-01,1,166,0.015,24,13275.86,13275.86,12000,1275.86,0,0,2013-05-01,3997.42,1275.86
688858,0,1998-05-01,1,0,0,23,13178.64,13178.64,12000,1178.64,0,0,2013-03-01,3144.98,1178.64
692093,0,2000-01-01,1,6339,0.401,15,13228.62,13173.51,12000,1228.62,0,0,2013-01-01,5419.85,1228.62
704571,0,2005-04-01,1,8139,0.977,4,15034.64,15034.64,12000,3034.64,0,0,2014-04-01,418.31,3034.64
707957,0,2000-10-01,1,10505,0.304,27,13045.1,13045.1,12000,1045.1,0,0,2012-11-01,5362.49,1045.1
709090,0,1998-10-01,1,15035,0.468,47,13677.3,13677.3,12000,1677.3,0,0,2013-02-01,5509.09,1677.3
719527,0,2001-03-01,1,17620,0.152,38,13117.95,13116.17,12000,1117.95,0,0,2013-03-01,601.46,1117.95
720840,0,1996-10-01,1,5723,0.084,38,13065.4,13065.4,12000,1065.4,0,0,2013-10-01,2535.88,1065.4
727882,0,1997-11-01,1,20157,0.304,32,13101.19,13101.19,12000,1101.19,0,0,2014-05-01,386.26,1101.19
735263,0,2005-03-01,1,7681,0.486,12,12282.16,12282.16,12000,282.16,0,0,2011-07-01,12005.08,282.16
737005,0,2004-04-01,1,2547,0.25,15,12793.18,12739.88,12000,793.18,0,0,2012-12-01,606.33,793.18
742657,0,1996-08-01,1,24637,0.273,24,12825.17,12825.17,12000,825.17,0,0,2012-06-01,8362.22,825.17
745874,0,1999-10-01,1,8912,0.568,42,13919.11,13919.11,12000,1919.11,0,0,2012-09-01,10017.14,1919.11
748955,0,2001-06-01,1,7700,0.438,19,12115.14,12089.9,12000,115.14,0,0,2011-06-01,12117.05,115.14
754357,0,1994-03-01,1,18,0.001,15,13336.89,13309.11,12000,1336.89,0,0,2014-06-01,389.15,1336.89
774984,0,1988-12-01,1,36398,0.795,25,13841.4,13841.4,12000,1841.4,0,0,2013-01-01,9603.98,1841.4
776776,0,2003-12-01,1,10849,0.81,7,18254.83,18254.83,12000,6254.83,0,0,2015-03-01,4485.84,6254.83
777634,0,1996-11-01,1,0,0,25,13147.4,13147.4,12000,1147.4,0,0,2013-05-01,5006.08,1147.4
777770,0,2007-03-01,1,8512,0.659,11,13282.45,13282.45,12000,1282.45,0,0,2012-05-01,257.27,1282.45
779478,0,2000-04-01,1,5570,0.348,16,13393.74,13393.74,12000,1393.74,0,0,2012-06-01,10638.15,1393.74
780343,0,2000-07-01,1,11698,0.991,35,16014.32,16014.32,12000,4014.32,0,0,2013-01-01,9911.94,4014.32
781387,0,1999-01-01,1,11465,0.152,17,12482.42,12456.42,12000,482.42,0,0,2012-02-01,9911.61,482.42
782543,0,2006-01-01,1,2914,0.159,12,13029.04,13029.04,12000,1029.04,0,0,2014-07-01,378.78,1029.04
784424,0,1989-09-01,1,9913,0.131,40,13093.51,13093.51,12000,1093.51,0,0,2013-02-01,6386.46,1093.51
785135,0,2006-07-01,1,3639,0.383,4,13209.26,13209.26,12000,1209.26,0,0,2012-04-01,9897.2,1209.26
785282,0,2006-12-01,1,4602,0.535,21,13827.56,13798.76,12000,1827.56,0,0,2013-05-01,5060.64,1827.56
787917,0,1999-03-01,1,16879,0.965,32,15132,15132,12000,3132,0,0,2013-04-01,9208.09,3132
788341,0,1987-09-01,1,11001,0.343,17,13946.02,13916.96,12000,1946.02,0,0,2014-09-01,29.08,1946.02
791995,0,2000-10-01,1,19665,0.333,25,13473.95,13417.81,12000,1473.95,0,0,2012-10-01,180.94,1473.95
794268,0,2004-09-01,1,10847,0.991,20,14565.68,14565.68,12000,2565.68,0,0,2013-06-01,2432.15,2565.68
795264,0,1993-05-01,1,6490,0.801,15,17256.9,17220.95,12000,5256.9,0,0,2015-07-01,3571.37,5256.9
804338,0,1994-08-01,1,46565,0.744,28,13666.58,13666.58,12000,1666.58,0,0,2013-04-01,5870.06,1666.58
807212,0,1983-10-01,1,12242,0.328,36,13260.27,13260.27,12000,1260.27,0,0,2013-07-01,4703.75,1260.27
809202,0,1998-12-01,1,4917,0.257,22,16428.27,16428.27,12000,4428.27,0,0,2015-10-01,2901.33,4428.27
815200,0,1991-01-01,1,16191,0.194,31,14552.88,14552.88,12000,2552.88,0,0,2014-06-01,6405.49,2552.88
819689,0,1983-04-01,1,32846,0.637,31,14141.07,14141.07,12000,2141.07,0,0,2014-08-01,408.05,2141.07
822555,0,1997-02-01,1,19330,0.674,47,12888.98,12835.27,12000,888.98,0,0,2012-06-01,9415.08,888.98
833019,0,2003-06-01,1,10931,0.561,13,13400.37,13400.37,12000,1400.37,0,0,2012-11-01,5866.91,1400.37
836427,0,2005-10-01,1,4340,0.904,7,13577.1,13577.1,12000,1577.1,0,0,2013-04-01,160.97,1577.1
838700,0,1996-01-01,1,9652,0.267,15,14896.66,14896.66,12000,2896.66,0,0,2014-04-01,6761.09,2896.66
842395,0,1990-08-01,1,6815,0.434,16,13053.48,13053.48,12000,1053.48,0,0,2013-04-01,6017.34,1053.48
846159,0,2001-11-01,1,13930,0.68,20,14509.5,14479.27,12000,2509.5,0,0,2014-08-01,276.76,2509.5
855637,0,2001-05-01,1,3288,0.1,40,13029.05,12920.48,12000,1029.05,0,0,2014-09-01,375.25,1029.05
857120,0,1993-08-01,1,16455,0.951,15,15696.4,15696.4,12000,3696.4,0,0,2013-08-01,8937.72,3696.4
861722,0,2001-11-01,1,17698,0.697,21,14239.8,14239.8,12000,2239.8,0,0,2014-08-01,798.92,2239.8
863059,0,2001-07-01,1,25654,0.867,20,14002.73,14002.73,12000,2002.73,0,0,2012-10-01,8392.56,2002.73
863172,0,2004-08-01,1,11442,0.615,9,14346.48,14226.93,12000,2346.48,0,0,2014-09-01,399.92,2346.48
863733,0,1993-10-01,1,710,0.03,31,13113.3,13085.98,12000,1113.3,0,0,2014-04-01,2166.12,1113.3
873919,0,2007-01-01,1,7416,0.371,7,13415.45,13415.45,12000,1415.45,0,0,2012-11-01,8236.71,1415.45
883720,0,2000-05-01,1,21855,0.295,25,13263.95,13263.95,12000,1263.95,0,0,2014-10-01,383.31,1263.95
885035,0,1993-03-01,1,4830,0.508,17,17284.56,17284.56,12000,5284.56,0,0,2015-11-01,3289.2,5284.56
886926,0,2002-06-01,1,8877,0.197,50,12513,12513,12000,513,0,0,2012-07-01,5569.95,513
890368,0,1999-12-01,1,1494,0.202,22,18276.61,18238.53,12000,6276.61,0,0,2015-06-01,4783.78,6276.61
892045,0,1994-11-01,1,35874,0.441,22,14615.45,14615.45,12000,2615.45,0,0,2014-05-01,6867.23,2615.45
892207,0,2004-05-01,1,4469,0.072,29,12805.79,12805.79,12000,805.79,0,0,2013-02-01,4586.08,805.79
892665,0,2004-01-01,1,3949,0.211,14,13921.18,13892.18,12000,1921.18,0,0,2014-10-01,403,1921.18
915691,0,2003-06-01,1,10055,0.544,21,13290.91,13290.91,12000,1290.91,0,0,2013-12-01,4351.48,1290.91
936708,0,2000-10-01,1,12599,0.708,21,13263.96,13263.96,12000,1263.96,0,0,2014-12-01,387.02,1263.96
950092,0,2004-11-01,1,14417,0.805,14,15179.29,15179.29,12000,3179.29,0,0,2014-10-01,443.09,3179.29
954206,0,1989-10-01,1,8995,0.418,37,15112.99,15112.99,12000,3112.99,0,0,2013-11-01,8315.11,3112.99
966942,0,2005-01-01,1,3792,0.339,6,13657.48,13657.48,12000,1657.48,0,0,2013-10-01,1807.51,1657.48
967192,0,2000-06-01,1,14895,0.584,16,16889.76,16889.76,12000,4889.76,0,0,2015-08-01,3986.69,4889.76
969844,0,1979-02-01,1,25155,0.648,29,13028.77,12974.49,12000,1028.77,0,0,2013-07-01,5678.78,1028.77
970949,0,1990-02-01,1,6408,0.236,29,13263.95,13208.69,12000,1263.95,0,0,2014-10-01,381.08,1263.95
971762,0,2004-11-01,1,5759,0.8,27,14044.69,14015.43,12000,2044.69,0,0,2013-11-01,4538.09,2044.69
973214,0,2001-10-01,1,7082,0.853,45,14765.71,14765.71,12000,2765.71,0,0,2013-01-01,10324.39,2765.71
973448,0,2001-11-01,1,8664,0.461,12,15645.31,15580.13,12000,3645.31,0,0,2014-06-01,6939.05,3645.31
973911,0,1980-06-01,1,18721,0.643,23,13263.95,13263.95,12000,1263.95,0,0,2014-10-01,377.62,1263.95
974970,0,1996-10-01,1,11051,0.301,34,13169.71,13169.71,12000,1169.71,0,0,2013-07-01,5712.25,1169.71
977507,0,1999-12-01,1,16281,0.641,23,14325.05,14325.05,12000,2325.05,0,0,2014-06-01,1702.7,2325.05
978446,0,2008-03-01,1,3636,0.275,10,16893.69,16893.69,12000,4893.69,0,0,2014-05-01,3014.48,4893.69
983626,0,2006-05-01,1,14899,0.648,8,16278.41,16278.41,12000,4278.41,0,0,2015-04-01,4331.6,4278.41
984620,0,2004-08-01,1,8881,0.588,12,15722.99,15722.99,12000,3722.99,0,0,2014-02-01,7865.17,3722.99
990346,0,2006-04-01,1,1961,0.577,5,13581.89,13553.59,12000,1581.89,0,0,2012-10-01,10724.05,1581.89
